  FAPYEA08, 21.619, 21.619, 3.874, I41/a
  FAPYEA09, 21.630, 21.630, 3.799, I41/a
  FAPYEA10, 21.693, 21.693, 3.776, I41/a
  FAPYEA11, 21.548, 21.548, 3.871, I41/a
  FAPYEA12, 21.628, 21.628, 3.885, I41/a
  FAPYEA21, 21.548, 21.548, 3.871, I41/a
    FARLIX, 35.695, 65.854, 6.187, Fdd2
    FASVOL, 46.510, 6.620, 37.400, C2/c
    FATFAL, 25.483, 3.858, 25.757, Pna21
    FATNAT, 3.910, 19.771, 21.027, P212121
    FAXKUM, 29.446, 29.446, 4.023, I41/a
  FAXKUM01, 29.512, 29.512, 4.042, I41/a
    FEBDAU, 29.348, 29.348, 5.413, P65
  FEBDAU01, 29.348, 29.348, 5.413, P65
    FEBYES, 22.929, 3.824, 23.213, P2/n
    FECREK, 34.230, 3.624, 35.480, C2/c
    FECWOC, 38.348, 41.150, 7.447, Fdd2
    FEDJIH, 22.100, 3.798, 21.270, C2/c
    FEGCIF, 27.848, 4.948, 30.373, I2/a
    FEGNAK, 27.201, 3.923, 37.778, C2/c
    FEGTOD, 30.176, 30.176, 5.974, I-4
    FEPBEJ, 21.674, 3.776, 21.173, C2/c
    FEPDOV, 33.748, 34.172, 3.763, Fdd2
    FEQKOE, 35.984, 32.844, 4.788, Fdd2
    FEQPOK, 33.827, 4.445, 22.346, C2/c
    FEQPUQ, 24.822, 4.052, 34.137, C2/c
    FESWOP, 32.673, 32.673, 4.698, R-3
    FETDUE, 19.921, 3.750, 19.303, C2/c
    FEWDUJ, 4.318, 22.051, 25.387, P212121
    FEXFUM, 29.753, 37.919, 4.281, C2/m
    FEYTAG, 38.726, 5.037, 31.798, C2/c
    FEZRUX, 26.647, 3.901, 21.078, Pca21
    FICPAK, 25.668, 4.050, 23.078, Pca21
    FIDQAL, 30.207, 30.207, 5.118, R-3
    FIFYIE, 22.093, 3.602, 19.531, C2/c
    FIFYUQ, 26.168, 3.542, 21.180, C2/c
    FIHTUO, 46.501, 46.501, 6.799, R-3
    FIKCIM, 4.819, 28.182, 36.126, P212121
    FIKPAR, 35.954, 56.323, 5.171, Fdd2
  FIKZOO11, 34.675, 34.675, 4.095, R-3
    FIQYIN, 21.531, 21.531, 4.305, R3
    FIRJAT, 36.151, 36.151, 5.301, R-3
    FISTAF, 23.978, 41.779, 3.799, Fdd2
    FISWOU, 43.240, 43.240, 6.381, R-3
    FITHIA, 23.995, 23.995, 3.950, I-42d
    FIXBIZ, 30.342, 3.799, 23.431, P21/c
    FIYFEY, 57.420, 57.420, 10.817, R-3
    FIZSUF, 29.064, 5.066, 25.840, C2/c
  FIZSUF01, 29.131, 5.123, 25.988, C2/c
  FIZSUF02, 29.131, 5.123, 25.988, C2/c
    FNDMAN, 20.051, 3.952, 21.254, C2/c
    FOJKIB, 23.567, 4.457, 30.638, C2/c
    FOMNAZ, 37.340, 64.291, 6.533, Cmcm
  FOMNAZ01, 37.340, 64.291, 6.533, Cmcm
    FOMWAI, 26.674, 4.862, 56.823, I2/a
    FONDIW, 33.257, 4.268, 21.589, C2/c
  FONDIW01, 33.257, 4.268, 21.589, C2/c
    FONZEP, 29.120, 4.437, 27.719, P21/c
    FOQLUU, 35.968, 4.648, 26.596, C2/c
    FOVPAJ, 30.262, 4.720, 24.722, Cc
    FOVZUL, 28.574, 3.770, 26.183, C2/c
  FUCTIG01, 23.334, 27.653, 3.669, Fdd2
  FUCTIG02, 27.438, 23.431, 3.588, Fdd2
    FUDJOF, 23.080, 24.583, 3.767, Pnma
    FUDYOU, 32.610, 43.566, 4.877, Fdd2
    FUFFOD, 24.120, 4.571, 25.343, P21/c
    FUFHIA, 34.982, 3.918, 22.933, C2/c
  FUFHIA01, 35.109, 3.965, 23.213, C2/c
    FUFJIB, 30.546, 46.305, 6.020, Fdd2
  FUFNOJ01, 23.069, 25.231, 3.843, Fdd2
  FUFNOJ02, 23.102, 25.176, 3.736, Fdd2
    FUFQAB, 48.239, 6.899, 38.097, C2/c
    FUHCOA, 36.220, 3.995, 20.940, C2/c
    FUJJOK, 31.660, 31.660, 5.470, R-3
    FUJZIW, 42.719, 6.330, 42.780, C2/c
    FUMMIL, 37.950, 3.800, 23.960, C2/c
    FUNJEF, 27.694, 5.211, 27.541, C2/c
    FUPHEG, 59.930, 59.930, 6.746, R-3
    FUQZOI, 36.856, 5.674, 35.172, P21/c
    FUVDEH, 26.633, 26.633, 5.131, I-4
  FUVDEH01, 26.509, 26.509, 5.190, I-4
  FUVDEH02, 26.564, 26.564, 5.024, I-4
  FUVDEH03, 26.522, 26.522, 4.934, I-4
  FUVDEH04, 26.684, 26.684, 4.701, I-4
  FUVDEH05, 27.253, 27.253, 4.147, I-4
  FUVDEH06, 27.748, 27.748, 3.767, I-4
  FUVDEH07, 27.811, 27.811, 3.690, I-4
  FUVDEH08, 27.747, 27.747, 3.632, I-4
  FUVDEH09, 26.563, 26.563, 5.195, I-4
  FUVDEH10, 26.547, 26.547, 5.135, I-4
  FUVDEH11, 26.423, 26.423, 5.085, I-4
  FUVDEH12, 26.262, 26.262, 5.071, I-4
  FUVDEH13, 26.082, 26.082, 5.053, I-4
    FUVFUZ, 27.753, 27.753, 3.602, I-4
    FUVGAG, 27.707, 27.707, 3.572, I-4
  FUVGAG01, 27.692, 27.692, 3.549, I-4
  FUVGAG02, 27.697, 27.697, 3.535, I-4
    FUWFEK, 31.880, 3.909, 31.929, C2/c
    FUWXOM, 26.557, 4.831, 30.782, C2/c
  FUWYII03, 49.169, 49.169, 7.790, R-3
    FUXCUX, 41.377, 41.377, 5.263, R-3
    FUXKIT, 43.862, 3.829, 21.287, C2/c
    FUXLUH, 3.979, 19.948, 20.208, P212121
    FUYZUW, 45.980, 3.917, 23.698, C2/c
    GABCET, 31.333, 3.859, 40.188, C2/c
    GAFZAP, 47.814, 6.305, 34.011, C2/c
    GAGQUD, 23.801, 3.849, 26.359, P21/c
  GAGQUD01, 23.801, 3.849, 26.359, P21/c
    GAHKIJ, 21.640, 21.640, 3.745, I41/a
  GAHKIJ01, 21.599, 21.599, 3.823, I41/a
  GAHKIJ02, 21.559, 21.559, 3.823, I41/a
  GAHKIJ03, 21.685, 21.685, 3.835, I41/a
  GAHKIJ10, 21.640, 21.640, 3.745, I41/a
    GAKWUK, 26.460, 3.760, 24.275, C2/n
    GALRAO, 29.911, 29.911, 5.971, P32
    GANLAI, 33.230, 33.230, 6.006, R-3
    GANYAW, 30.399, 31.285, 4.674, Fdd2
    GAPVEY, 23.239, 35.150, 4.064, Fdd2
    GAQLIX, 3.784, 27.962, 25.646, P21/c
    GASFEO, 23.715, 4.694, 24.377, P21/n
    GAVBIP, 33.960, 33.960, 3.915, R-3
    GEBSOX, 19.666, 3.858, 28.101, C2/c
    GECXOD, 36.382, 36.382, 6.710, R-3
    GECZET, 32.450, 4.987, 28.230, C2/c
    GEDDAY, 44.873, 4.436, 25.059, C2/c
    GEFDOK, 41.021, 41.021, 3.888, R-3
    GEFXIY, 22.348, 22.348, 3.818, I41/a
    GEFXOE, 21.790, 21.790, 3.834, I41/a
    GEFYAR, 21.851, 21.851, 3.790, I41/a
    GEFYEV, 31.160, 3.788, 21.890, C2/c
    GEGDUU, 4.883, 31.362, 33.483, P212121
    GEGKOT, 27.185, 5.257, 35.097, C2/c
    GEHTAP, 5.621, 35.556, 35.835, P212121
  GEHTAP01, 5.621, 35.556, 35.835, P212121
    GEJFOS, 34.832, 34.832, 6.115, R-3
    GEKLOX, 35.890, 5.886, 35.200, C2/c
  GEKLOX02, 35.890, 5.886, 35.200, C2/c
    GEKLUB, 36.050, 5.960, 35.600, C2/c
    GEKLUC, 36.080, 5.950, 35.850, C2/c
    GEKZON, 29.334, 29.407, 4.452, Fdd2
    GEMKOC, 35.383, 35.383, 5.235, R-3
    GENMAO, 36.856, 5.167, 29.433, C2/c
    GESTIL, 30.565, 3.863, 25.536, C2/c
    GIDLIP, 24.205, 3.745, 20.954, C2/c
    GIFLIU, 25.460, 3.877, 26.260, Pna21
    GIGBAB, 33.409, 37.084, 6.552, Fdd2
    GIHJIQ, 26.450, 26.450, 3.400, Unknown
    GIHJOW, 30.700, 30.700, 3.400, Unknown
    GILKES, 29.610, 29.610, 5.579, I4
    GILQEZ, 34.701, 34.701, 6.557, R3
    GIMBAI, 20.502, 3.548, 26.500, C2/c
    GIMLIZ, 32.848, 36.969, 6.347, Fdd2
    GINFAN, 33.837, 35.473, 6.632, Fdd2
    GINYAG, 36.030, 36.030, 6.965, R-3
    GINYIO, 46.280, 46.280, 6.705, R-3
    GINYOU, 56.200, 56.200, 6.570, R3
    GINYUA, 68.200, 68.200, 7.020, R3
    GIQZOW, 32.160, 45.189, 5.741, Fdd2
    GIRZOZ, 31.783, 5.540, 34.597, P21
    GIXTEM, 38.121, 38.121, 7.521, I41
    GIYVEQ, 27.865, 3.820, 26.650, Cc
    GIZYIY, 39.698, 48.359, 3.848, Fdd2
  GOCJIT01, 27.050, 5.365, 40.641, P21/n
    GODXOP, 38.945, 4.600, 26.692, C2/c
    GOGFUG, 29.485, 4.662, 34.442, C2/c
  GOGFUG01, 29.755, 4.761, 34.852, C2/c
    GOGHES, 29.591, 4.677, 34.408, C2/c
  GOHRUS01, 42.482, 3.854, 33.776, C2/c
    GOHSIG, 28.272, 5.075, 37.126, P21/n
    GOJROO, 3.810, 21.767, 22.356, P212121
    GOLNEC, 24.330, 3.743, 23.590, C2/c
    GOMFOF, 45.708, 45.708, 7.982, I41/acd
    GONCAQ, 4.916, 29.171, 30.305, P212121
    GOQSEN, 30.108, 4.579, 40.770, C2/c
    GOSTIR, 31.561, 31.561, 5.531, I41/a
    GOWMAJ, 39.172, 6.123, 35.541, C2
    GOYBOO, 20.886, 21.280, 3.607, Fdd2
    GOZMAL, 29.560, 4.018, 21.554, C2/c
    GOZYAX, 41.353, 64.640, 8.131, Fdd2
  GOZYAX01, 41.353, 64.640, 8.131, Fdd2
    GUDMUQ, 4.058, 20.962, 21.680, P21/n
    GUDPOL, 27.033, 27.033, 4.846, I-4
    GUGVUA, 31.869, 36.630, 5.702, Fdd2
    GUKDUO, 24.368, 4.091, 26.704, C2/c
    GUKTUD, 23.441, 4.453, 25.419, C2/c
    GUNBEX, 33.040, 4.735, 26.410, C2/c
    GUPLIP, 27.508, 27.508, 5.126, P63
    GUPVOF, 27.418, 4.400, 22.656, C2/c
    GUYCOU, 31.075, 31.075, 6.188, R-3
    GUZZAD, 34.950, 5.020, 25.730, C2/c
    HACLIK, 5.963, 38.327, 33.939, P21/n
    HAJLIR, 28.409, 3.924, 37.573, C2/c
    HAKBON, 27.792, 5.098, 26.035, C2/c
    HAMPOB, 29.055, 42.725, 4.784, Fdd2
    HANXOM, 46.757, 6.943, 36.650, C2/c
  HANYET10, 29.525, 34.118, 3.971, Fdd2
    HARHOB, 27.098, 3.989, 31.035, C2/c
    HARHUH, 31.747, 4.015, 25.075, C2/c
    HARJAP, 27.782, 3.974, 30.196, C2/c
    HASXIK, 33.226, 33.226, 5.187, I-4
    HASYAF, 22.614, 4.012, 20.213, C2/c
    HAXDIW, 4.137, 21.594, 33.945, Pc
    HEBZOH, 20.539, 3.925, 21.580, P21/n
    HEFYUO, 25.527, 4.513, 23.957, C2/c
    HEGLOY, 34.647, 5.394, 43.381, Pca21
  HEHNOA01, 32.382, 5.369, 32.218, P21/c
    HEJCIL, 38.710, 38.710, 5.453, I41/a
  HEJCIL01, 38.710, 38.710, 5.453, I41/a
    HEMBOT, 31.001, 27.623, 3.913, Pb21a
    HEMBUZ, 20.868, 31.658, 3.960, Pna21
    HEPHAM, 42.273, 42.273, 5.164, R-3
    HEPKUM, 79.582, 79.582, 10.330, R-3
    HEPLAT, 80.680, 80.680, 10.178, R-3
    HEPTAY, 49.298, 9.357, 49.393, C2/c
    HEQMOJ, 27.846, 3.999, 29.259, C2/c
    HEQQIH, 3.614, 18.513, 26.782, P212121
    HESJUO, 42.815, 5.828, 30.881, C2/c
    HESNAU, 20.743, 4.135, 25.029, C2/c
    HEXSUB, 32.547, 4.256, 30.366, C2/c
    HEYJOK, 3.901, 23.008, 35.368, P212121
  HEYJOK02, 3.892, 22.900, 35.252, P212121
  HEYJOK03, 3.916, 22.983, 35.391, P212121
  HEYJOK04, 3.924, 22.983, 35.412, P212121
  HEYJOK05, 3.933, 22.988, 35.438, P212121
  HEYJOK06, 3.943, 22.987, 35.459, P212121
  HEYJOK07, 3.960, 23.023, 35.542, P212121
  HEYJOK08, 3.996, 23.022, 35.822, P212121
    HEYJOM, 29.741, 29.741, 5.892, P42
    HEYJUS, 68.226, 68.226, 12.752, R-3
    HEYKAZ, 67.440, 67.440, 12.859, R-3
    HEZCUN, 21.305, 4.155, 21.526, P21/n
    HEZKAA, 28.109, 4.530, 33.581, P21/n
    HGCAZA, 20.940, 3.993, 24.950, P2/c
    HGTHZO, 35.300, 36.300, 5.400, Fdd2
    HIFRIY, 32.376, 43.406, 5.562, Fdd2
    HIFVIE, 69.126, 28.044, 3.831, Fdd2
    HIHKER, 35.721, 35.721, 5.150, I4
    HIHMOA, 23.144, 4.036, 20.956, C2/c
    HIHZAC, 31.413, 5.733, 35.673, C2/c
    HILMAR, 20.654, 3.800, 21.651, P21/c
    HIQCUI, 34.676, 6.695, 41.655, C2/c
    HIRMUS, 33.862, 4.666, 25.353, C2/c
  HIRYIR01, 45.053, 5.130, 32.879, C2/c
    HISDEV, 33.052, 5.258, 43.026, C2/c
    HISXIT, 31.777, 55.879, 4.494, Fdd2
    HITYOZ, 26.519, 36.509, 3.849, Fdd2
    HIWJON, 29.832, 5.137, 27.674, C2/c
    HIXJIK, 47.177, 22.908, 3.784, Fdd2
    HIYBUN, 49.574, 50.307, 6.194, Fdd2
    HMCYPH, 34.608, 5.334, 26.992, C2/c
  HMXCBP10, 25.040, 3.935, 29.530, C2/c
    HOBMAO, 31.306, 31.306, 5.583, I41
    HOCQUO, 32.732, 6.086, 31.636, C2/c
    HOFCAH, 35.730, 4.666, 27.113, C2/c
    HOFJES, 24.491, 3.753, 23.428, C2/c
    HOFJUI, 41.246, 6.293, 43.001, C2/c
    HOLKUP, 39.343, 3.851, 22.620, C2/c
    HOLWOW, 44.164, 3.945, 27.676, Cc
    HOMLIH, 22.621, 3.905, 26.889, P21/n
    HONDIX, 6.467, 34.103, 35.479, P212121
  HONDIX01, 6.467, 34.103, 35.479, P212121
    HONHUP, 22.284, 3.780, 28.107, Pna21
    HONSOU, 3.809, 20.364, 19.294, Pbcm
    HONVIP, 34.838, 5.061, 34.868, C2/c
  HONVIP01, 34.838, 5.061, 34.808, C2/c
    HOQGAY, 28.062, 4.884, 27.486, P21/c
    HOQHAZ, 21.079, 3.836, 22.561, P21/c
    HORCAT, 21.421, 4.131, 24.942, C2/c
    HOVJAG, 37.121, 30.255, 6.001, C2/m
    HOXJAG, 27.277, 3.763, 21.820, C2/c
    HOYGIO, 31.558, 31.558, 5.512, I41/a
    HOYLUE, 26.900, 37.918, 4.803, Fdd2
    HOYMEP, 37.606, 38.326, 4.296, Fdd2
    HOYVOJ, 30.876, 5.829, 43.668, C2/c
    HOYWOK, 37.450, 5.400, 49.916, C2/c
  HTZPDZ01, 29.097, 21.677, 3.618, Fdd2
  HTZPDZ10, 29.112, 21.636, 3.701, Fdd2
  HUCHEU01, 51.005, 5.960, 57.158, P21/n
    HUCRAZ, 65.292, 3.956, 31.442, C2/c
    HUGXAK, 57.437, 7.412, 41.530, C2/c
    HUHBES, 23.184, 50.929, 4.044, Fdd2
    HUHXAJ, 24.758, 24.758, 4.695, I-4
    HUJZUK, 27.197, 3.709, 26.924, P21/c
    HUKPUY, 19.025, 19.790, 3.776, P21/n
  HUKQEJ06, 19.143, 3.609, 19.428, I2/a
    HUMTAN, 26.806, 3.751, 20.559, C2/c
    HUPLOW, 63.379, 58.858, 9.793, Fdd2
    HUPQIV, 20.427, 3.763, 20.468, Pca21
    HURDEG, 25.767, 4.641, 25.931, C2/c
  HURDEG01, 25.845, 4.654, 26.044, C2/c
    HURPAN, 24.440, 52.631, 4.318, Fdd2
    HUSRUJ, 34.669, 34.669, 5.118, R3
    HUWPIA, 7.081, 38.766, 39.229, Fdd2
  HXQUIN01, 28.712, 25.027, 3.832, Fdd2
  HXQUIN03, 28.770, 25.055, 3.857, Fdd2
  HXQUIN10, 29.180, 25.360, 3.910, Fdd2
  HXQUIN11, 24.886, 28.546, 3.811, Fdd2
  HXQUIN13, 28.564, 24.934, 3.778, Fdd2
  HXQUIN16, 24.934, 28.566, 3.778, Fdd2
  HXQUIN17, 24.934, 28.566, 3.778, Fdd2
  HYQUIN01, 38.551, 38.551, 5.660, R*
  HYQUIN02, 38.460, 38.460, 5.650, R-3
  HYQUIN06, 38.392, 38.392, 5.614, R-3
  HYQUIN07, 38.567, 38.567, 5.665, R-3
    IBBIOX, 4.210, 30.860, 22.520, Cc
    IBOPAU, 52.556, 3.874, 24.210, Cc
  IBOWOM01, 30.274, 3.662, 19.109, C2/c
    ICAWOZ, 39.220, 61.900, 5.517, Fdd2
    ICAWUF, 37.538, 130.908, 6.702, Fdd2
    ICEXIB, 76.908, 7.131, 57.843, C2/c
  ICEXIB01, 76.908, 7.131, 57.843, C2/c
    ICUWUY, 3.979, 20.167, 20.871, P-1
    IDEWOE, 38.567, 38.567, 6.789, R-3
    IDOWEF, 23.862, 4.030, 20.735, C2/c
    IFAPOV, 23.871, 3.891, 20.579, C2/c
    IFENOY, 26.594, 26.594, 5.146, I-4
  IFENOY01, 26.511, 26.511, 5.235, I-4
  IFENOY02, 26.457, 26.457, 5.285, I-4
    IFEPUG, 26.772, 26.772, 5.066, I-4
  IFEPUG01, 26.533, 26.533, 4.540, I-4
  IFEPUG02, 26.576, 26.576, 5.208, I-4
  IFEPUG03, 26.470, 26.470, 5.188, I-4
  IFEPUG04, 26.262, 26.262, 5.186, I-4
  IFEPUG05, 26.152, 26.152, 5.136, I-4
  IFEPUG06, 26.297, 26.297, 4.977, I-4
  IFEPUG07, 26.339, 26.339, 4.856, I-4
  IFEPUG08, 26.421, 26.421, 4.712, I-4
  IFEPUG09, 26.558, 26.558, 4.621, I-4
  IFEPUG10, 26.528, 26.528, 4.498, I-4
    IFEQAN, 26.713, 26.713, 5.088, I-4
    IFEQER, 26.742, 26.742, 5.150, I-4
    IFIXOM, 29.287, 29.287, 3.250, P6/m
    IFONOI, 24.780, 4.624, 32.191, P21/c
    IFOSUL, 24.320, 24.320, 4.440, R3m
  IFOSUL01, 24.317, 24.317, 4.377, R3m
  IFOSUL02, 24.439, 24.439, 4.455, R3m
  IFUFAQ04, 3.924, 25.944, 24.469, A1
  IFUFAQ07, 3.926, 25.949, 24.467, A1
  IFUFAQ10, 3.923, 25.842, 24.399, A1
  IFUFAQ13, 3.923, 25.922, 24.402, A1
  IFUFAQ16, 3.911, 25.862, 24.361, A1
  IFUFAQ19, 3.920, 25.920, 24.401, A1
  IFUFAQ22, 3.921, 25.925, 24.411, A1
  IFUFAQ25, 3.918, 25.915, 24.412, A1
  IFUFAQ28, 3.917, 25.907, 24.399, A1
  IFUFAQ41, 3.924, 25.948, 24.481, A1
  IFUFAQ44, 3.924, 25.947, 24.480, A1
  IFUFAQ53, 3.923, 25.953, 24.507, A1
  IFUFAQ66, 3.917, 25.913, 24.469, A1
    IGESAR, 43.580, 43.169, 7.933, Fdd2
    IGIDEI, 33.495, 33.495, 5.150, R-3
    IHAHIL, 22.559, 3.837, 29.323, Ia
    IHAMEL, 29.346, 27.805, 5.008, Pn21a
    IHITUO, 22.792, 3.935, 23.671, C2/c
    IJATIZ, 49.602, 49.602, 4.971, R-3
    IJEHOU, 26.657, 3.919, 27.424, I2/a
    IJIPEY, 48.117, 48.117, 9.592, R-3
    IJOXAJ, 48.653, 4.580, 30.036, C2/c
    IJUSAI, 26.340, 3.891, 27.583, C2/c
    IKIREZ, 34.377, 34.377, 6.213, R-3
    IKOTUZ, 48.832, 48.832, 8.483, R3c
    IKOVAH, 48.800, 48.800, 8.453, R3c
    IKOVEL, 48.884, 48.884, 8.563, R3c
    ILAPET, 41.086, 38.941, 3.973, Fdd2
    ILAVIA, 35.624, 35.624, 5.210, R3
    ILOWIQ, 22.561, 3.741, 20.895, C2/c
    ILOWOW, 22.886, 3.853, 20.990, C2/c
    IMAXUQ, 24.789, 39.319, 4.634, Pnma
    IMOVIQ, 28.708, 29.606, 3.683, Fdd2
    INEJAM, 47.219, 24.229, 4.109, Fdd2
  INEJAM01, 24.196, 47.123, 4.040, Fdd2
  INICAC04, 34.428, 3.812, 19.787, Pca21
    INOGEY, 30.733, 5.727, 29.448, C2/c
    INOGUP, 28.642, 5.044, 31.148, Pna21
    INUBEA, 4.419, 33.029, 27.354, Pbcn
    INUGIK, 4.899, 31.372, 25.957, P21
    IPEHOB, 37.721, 5.474, 30.928, C2/c
    IPOJOO, 33.401, 4.302, 24.224, Pca21
    IQAFEL, 21.859, 21.859, 4.215, P42/n
    IQASAX, 25.135, 4.664, 23.711, C2/c
  IQASAX01, 25.136, 4.663, 23.707, C2/c
    IRAVAA, 36.559, 3.939, 27.643, C2/c
    ISEDOB, 19.286, 3.570, 19.042, C2/c
    ISEDUH, 30.369, 3.947, 21.015, C2/c
    ISIJOM, 37.876, 51.185, 6.610, Fdd2
    ISUPUK, 68.307, 30.272, 5.872, Fdd2
  ITEXUB01, 24.970, 4.368, 22.706, Cc
  ITEXUB02, 24.970, 4.368, 22.706, C2/c
    ITILEC, 37.174, 37.174, 6.271, R-3
    ITOPAL, 28.143, 35.004, 4.970, Fdd2
  ITUZOP01, 3.801, 19.806, 20.933, P21/n
    IVUDEK, 25.242, 4.469, 27.732, C2/c
    IVUHUE, 37.453, 37.453, 6.794, R-3
    IWATIM, 23.914, 3.846, 19.984, C2/c
    IWERIN, 41.194, 41.194, 4.930, R-3
    IWETUC, 47.050, 47.050, 5.722, P64
    IWOCON, 24.224, 3.746, 27.468, P21/n
    IWOKEL, 34.300, 4.994, 27.380, C2/c
    IWOLUC, 43.490, 43.490, 6.625, R-3
    IXUVEC, 30.408, 32.819, 6.042, Fdd2
    IXUVOM, 37.556, 3.987, 19.974, Cc
  IXUVOM01, 37.556, 3.987, 19.974, C2/c
    IYAQUX, 5.260, 26.640, 34.530, C2221
  IYAQUX01, 5.260, 26.640, 34.530, C2221
    IYOQIZ, 27.021, 4.009, 27.732, C2/c
    IYUPAT, 22.054, 3.778, 26.481, I2/a
  IYUPAT01, 22.042, 3.776, 26.464, I2/a
    IYUPAV, 30.656, 27.727, 3.791, Fdd2
    IZEQEM, 29.117, 28.409, 3.825, C2/m
  IZEQEM01, 29.117, 28.409, 3.825, C2/m
    IZEQIQ, 29.375, 27.853, 3.870, C2/m
  IZEQIQ01, 29.375, 27.853, 3.870, C2/m
  IZEWOZ03, 21.084, 4.004, 30.170, Pca21
  IZEWOZ04, 20.956, 3.886, 30.086, Pca21
    IZUKIZ, 32.366, 28.085, 3.913, Pb21a
    IZUVUV, 49.620, 50.589, 6.059, Fdd2
    JAJFUY, 30.364, 30.364, 5.913, I41/a
    JAJSIZ, 24.424, 3.916, 27.291, C2/c
    JANLAP, 34.589, 34.589, 4.070, I41/a
    JANYOQ, 38.167, 4.213, 54.213, C2/c
    JAPHAK, 32.376, 5.736, 30.667, C2/c
    JAWWAJ, 63.059, 24.922, 4.587, Fdd2
    JAWWIO, 26.134, 4.675, 23.881, P21/c
    JEBVUL, 41.083, 41.083, 8.132, R-3
    JEBZUO, 23.459, 23.459, 3.899, P3
    JECBAX, 20.924, 20.924, 3.920, P3
    JEDDIG, 29.928, 29.928, 5.639, R-3
    JEDNEO, 51.249, 40.513, 5.947, Fdd2
    JEHWOJ, 29.055, 3.726, 22.972, C2/c
    JEKZIJ, 38.845, 5.917, 30.595, C2/c
    JEPBOZ, 24.146, 35.302, 4.726, Pba2
    JEVNEH, 21.637, 3.930, 22.181, Pca21
    JEVPOQ, 21.556, 3.647, 19.485, P2/c
    JEWWEO, 28.370, 5.457, 28.123, C2/c
    JIBQUK, 31.293, 5.224, 28.960, C2/c
    JIDLIR, 29.612, 3.945, 20.645, C2/c
    JINMEZ, 31.128, 33.904, 5.139, Fdd2
    JIPGUL, 40.479, 40.479, 7.610, R-3
    JIQHAT, 25.300, 3.799, 21.166, Pna21
    JIRNOQ, 33.002, 44.669, 4.163, Fdd2
    JIWQEM, 20.682, 3.748, 20.961, P21/n
    JIZSAO, 38.968, 46.919, 4.327, Fdd2
    JODJAP, 27.183, 4.741, 30.123, C2/c
    JODKOE, 21.149, 40.631, 3.889, Fdd2
    JOFPEA, 23.811, 4.395, 35.967, P21/c
    JOHFOC, 40.173, 40.173, 7.160, R-3
    JOJNUU, 22.596, 3.869, 22.166, Pna21
    JOKMOO, 32.538, 40.193, 6.039, Fdd2
    JOLYEQ, 60.674, 60.674, 5.128, R-3
    JOQKIM, 16.510, 16.510, 2.512, R32
    JOXRUL, 25.543, 25.543, 4.679, P42/n
    JOXYOM, 22.765, 4.032, 26.201, P21/c
    JOXZOO, 3.471, 19.341, 20.412, P1
  JOXZOO01, 3.471, 19.341, 20.412, P1
    JOYMUI, 30.301, 30.301, 5.970, P-3
    JUBSII, 5.515, 47.338, 27.791, F2dd
    JULHOP, 34.923, 34.923, 6.781, R-3
    JULPAK, 34.154, 40.102, 5.935, Fdd2
    JUQLOZ, 4.939, 25.328, 34.413, P212121
    JUSNOD, 4.795, 25.807, 26.902, P21/c
    JUTCIN, 4.948, 26.280, 32.363, Pbca
    KACMIL, 22.285, 22.285, 3.891, P42/n
  KACMIL02, 22.285, 22.285, 3.891, P42/n
    KADLOQ, 55.717, 34.154, 6.569, Fdd2
    KAHBUU, 37.564, 6.630, 34.385, C2/c
    KAKDAE, 32.778, 32.778, 6.279, P63
    KAKDAF, 36.507, 5.143, 27.840, C2/c
    KAKFUB, 40.159, 40.159, 4.367, R-3
    KAMPAS, 65.243, 65.243, 10.255, R-3
    KAMQOH, 24.669, 4.559, 28.267, P21/c
    KAPKAP, 29.749, 20.727, 3.631, Fdd2
    KAPKET, 35.934, 20.746, 3.590, Fdd2
    KAQRED, 33.725, 33.725, 5.606, I41/a
    KARPIC, 22.442, 22.442, 3.839, I41/a
  KARPIC01, 22.515, 22.515, 3.844, I41/a
    KARPOI, 21.601, 21.601, 3.856, I41/a
  KARPOI01, 21.627, 21.627, 3.781, I41/a
  KARPOI03, 21.695, 21.695, 3.876, I41/a
    KARRAW, 21.558, 21.558, 3.896, I41/a
  KARRAW01, 21.625, 21.625, 3.907, I41/a
    KARREA, 21.569, 21.569, 3.845, I41/a
  KARREA01, 21.683, 21.683, 3.783, I41/a
    KARRIE, 21.550, 21.550, 3.816, I41/a
  KARRIE01, 21.649, 21.649, 3.817, I41/a
    KASSUS, 28.400, 3.927, 24.250, C2/c
    KAVBUF, 20.660, 20.660, 4.019, P42/ncm
    KAVKAU, 19.421, 3.730, 20.570, C2/c
    KAVXEL, 25.500, 4.918, 28.390, Pca21
    KAYQUZ, 33.360, 5.857, 34.010, I2
    KAZDEX, 39.991, 4.718, 23.964, C2/c
    KAZVAM, 25.866, 49.976, 4.265, Fdd2
    KEBVAP, 35.873, 35.873, 6.108, R-3
    KECJIN, 29.032, 29.032, 3.913, I41/a
    KEDQUI, 31.940, 3.898, 23.948, C2/c
    KEJQAV, 60.154, 7.623, 41.742, C2/c
    KEKCIP, 30.705, 4.238, 24.271, C2/c
    KEPJEX, 38.976, 39.862, 7.389, Fdd2
  KEPLAS02, 24.648, 3.967, 24.248, Pna21
    KETSUZ, 53.882, 6.135, 36.151, C2/c
    KEVLOQ, 3.898, 26.059, 21.706, P21/n
    KEWJOP, 44.202, 44.202, 6.147, R-3
